Operacio,Dia,Hora,Preu,Volum
V,23/01/24,16:54:24,2.48,100
C,23/01/24,16:55:08,2.485,253
C,23/01/24,16:59:54,2.495,1000
C,23/01/24,17:29:27,2.5,181
SF,23/01/24,17:35:00,2.5,3608
SI,24/01/24,09:26:12,2.475,2000
SI,24/01/24,09:26:20,2.475,2000
C,24/01/24,09:27:37,2.5,1007
C,24/01/24,09:32:28,2.5026,2097
C,24/01/24,09:37:37,2.513,1856
C,24/01/24,09:42:13,2.515,37
V,24/01/24,09:47:17,2.5011,1436
C,24/01/24,10:01:20,2.51,2000
C,24/01/24,10:15:13,2.51,189
C,24/01/24,10:45:20,2.5114,6543
C,24/01/24,10:55:03,2.52,394
C,24/01/24,12:18:03,2.5221,11952
V,24/01/24,12:38:53,2.52,247
C,24/01/24,13:19:42,2.5236,56
V,24/01/24,13:20:17,2.5134,3620
C,24/01/24,13:44:07,2.525,3710
C,24/01/24,13:49:31,2.525,37
V,24/01/24,13:52:44,2.52,2000
V,24/01/24,14:08:42,2.51,60
C,24/01/24,14:36:35,2.525,37
V,24/01/24,14:52:43,2.515,4622
C,24/01/24,14:53:00,2.5262,3020
C,24/01/24,14:54:16,2.53,1000
C,24/01/24,15:02:35,2.53,16
V,24/01/24,15:16:03,2.52,652
V,24/01/24,15:52:03,2.52,1102
C,24/01/24,15:52:04,2.525,81
C,24/01/24,16:06:59,2.525,591
C,24/01/24,16:30:00,2.525,37
C,24/01/24,16:45:41,2.5283,9472
C,24/01/24,16:45:42,2.535,240
V,24/01/24,17:15:06,2.53,259
C,24/01/24,17:17:54,2.535,805
C,24/01/24,17:25:59,2.535,1144
C,24/01/24,17:27:35,2.535,334
C,24/01/24,17:29:00,2.5356,1003
V,24/01/24,17:29:05,2.535,6
V,24/01/24,17:29:14,2.535,5
V,24/01/24,17:29:19,2.535,6
V,24/01/24,17:29:24,2.535,5
V,24/01/24,17:29:32,2.535,6
SF,24/01/24,17:35:19,2.525,5294
SI,25/01/24,09:00:14,2.535,5005
V,25/01/24,09:01:15,2.4831,20971
C,25/01/24,09:02:31,2.5375,9479
V,25/01/24,09:44:14,2.525,1229
C,25/01/24,10:01:06,2.535,224
V,25/01/24,11:11:18,2.52,557
V,25/01/24,11:27:46,2.52,2779
C,25/01/24,11:27:56,2.525,165
V,25/01/24,12:01:38,2.515,218
V,25/01/24,12:40:57,2.51,29
V,25/01/24,14:08:34,2.4929,8676
C,25/01/24,14:37:28,2.505,1587
V,25/01/24,14:41:17,2.495,445
V,25/01/24,14:44:47,2.495,1159
V,25/01/24,14:48:10,2.485,239
C,25/01/24,15:11:43,2.4938,2733
V,25/01/24,15:30:43,2.485,1781
V,25/01/24,15:43:04,2.485,182
V,25/01/24,15:48:20,2.485,966
C,25/01/24,15:55:31,2.49,1008
C,25/01/24,16:13:00,2.5,900
C,25/01/24,16:14:21,2.5,1627
V,25/01/24,16:54:24,2.4807,5265
C,25/01/24,16:54:27,2.4812,1418
C,25/01/24,16:54:34,2.485,2151
C,25/01/24,16:57:50,2.4901,754
V,25/01/24,17:00:15,2.485,150
C,25/01/24,17:17:17,2.4869,4172
C,25/01/24,17:17:18,2.49,235
V,25/01/24,17:27:05,2.485,314
V,25/01/24,17:28:17,2.48,13
SF,25/01/24,17:35:07,2.48,2158
SI,26/01/24,09:00:01,2.465,864
C,26/01/24,09:09:56,2.485,1182
V,26/01/24,09:34:49,2.48,200
V,26/01/24,09:49:09,2.475,2294
C,26/01/24,09:49:25,2.4807,16451
C,26/01/24,09:49:29,2.495,2018
C,26/01/24,09:52:31,2.51,465
C,26/01/24,10:01:17,2.515,1428
V,26/01/24,10:06:17,2.5094,14360
C,26/01/24,10:18:51,2.51,567
C,26/01/24,11:03:36,2.51,37
C,26/01/24,11:05:51,2.5116,2533
C,26/01/24,11:05:54,2.515,771
C,26/01/24,11:06:51,2.515,400
C,26/01/24,11:06:52,2.5265,4704
V,26/01/24,11:10:26,2.525,2918
V,26/01/24,11:10:27,2.5197,3472
C,26/01/24,12:04:27,2.52,562
C,26/01/24,12:04:31,2.52,156
V,26/01/24,12:06:29,2.515,25
C,26/01/24,12:22:59,2.518,571
C,26/01/24,12:37:37,2.525,47
V,26/01/24,12:51:16,2.515,1792
C,26/01/24,12:55:16,2.52,1564
C,26/01/24,12:56:47,2.525,425
C,26/01/24,13:14:50,2.5292,3867
V,26/01/24,13:31:28,2.525,3896
C,26/01/24,13:32:58,2.5292,3391
C,26/01/24,13:32:59,2.535,132
V,26/01/24,13:58:20,2.5299,20575
V,26/01/24,13:59:21,2.52,2702
V,26/01/24,14:50:43,2.515,1682
V,26/01/24,14:53:08,2.51,90
V,26/01/24,15:42:33,2.51,200
C,26/01/24,15:46:02,2.515,10
V,26/01/24,16:06:13,2.505,863
V,26/01/24,16:11:06,2.505,1637
V,26/01/24,16:24:54,2.5,2145
C,26/01/24,16:31:52,2.505,290
C,26/01/24,16:37:29,2.505,1224
C,26/01/24,16:43:57,2.51,494
C,26/01/24,16:43:58,2.51,99
C,26/01/24,16:45:14,2.51,20
C,26/01/24,17:17:30,2.5168,2230
SF,26/01/24,17:35:27,2.5,9978
SI,29/01/24,09:00:28,2.505,10
V,29/01/24,09:13:18,2.5044,1867
C,29/01/24,09:47:01,2.505,30
C,29/01/24,09:53:40,2.505,68
C,29/01/24,09:58:33,2.519,3768
V,29/01/24,10:27:25,2.5049,4005
C,29/01/24,10:44:43,2.505,1000
V,29/01/24,10:46:00,2.5,73
V,29/01/24,10:50:51,2.5,128
C,29/01/24,11:10:33,2.505,1203
C,29/01/24,11:12:18,2.505,500
V,29/01/24,11:23:29,2.4963,1092
V,29/01/24,11:38:44,2.485,18
V,29/01/24,11:40:44,2.485,27
V,29/01/24,12:05:49,2.485,78
V,29/01/24,12:22:17,2.485,201
C,29/01/24,12:22:35,2.49,128
C,29/01/24,12:35:50,2.495,543
V,29/01/24,13:37:16,2.485,619
C,29/01/24,13:46:38,2.49,619
C,29/01/24,13:49:40,2.495,37
V,29/01/24,14:43:50,2.4819,2569
V,29/01/24,15:31:33,2.48,1037
V,29/01/24,15:52:35,2.48,201
C,29/01/24,15:55:20,2.495,1129
V,29/01/24,16:00:32,2.49,281
C,29/01/24,16:07:24,2.5,58
C,29/01/24,16:14:12,2.5,262
V,29/01/24,16:23:53,2.49,588
V,29/01/24,16:32:19,2.49,201
C,29/01/24,16:33:54,2.495,186
C,29/01/24,16:37:50,2.5,2350
V,29/01/24,16:46:28,2.495,201
V,29/01/24,16:53:22,2.4945,1000
V,29/01/24,17:22:54,2.49,342
C,29/01/24,17:29:23,2.505,515
SF,29/01/24,17:35:21,2.51,2904
SI,30/01/24,09:00:16,2.52,223
V,30/01/24,09:33:34,2.5092,1185
V,30/01/24,10:02:57,2.5,1000
V,30/01/24,10:22:27,2.5,496
V,30/01/24,10:22:31,2.4948,1196
V,30/01/24,10:22:43,2.49,139
V,30/01/24,11:01:44,2.48,620
V,30/01/24,11:46:40,2.48,1625
C,30/01/24,11:51:49,2.485,151
V,30/01/24,12:36:09,2.475,6
C,30/01/24,13:31:43,2.49,1100
V,30/01/24,14:02:28,2.48,700
C,30/01/24,15:58:12,2.495,139
V,30/01/24,16:34:20,2.48,190
V,30/01/24,17:27:52,2.4731,28124
C,30/01/24,17:27:53,2.48,368
V,30/01/24,17:27:54,2.475,1101
V,30/01/24,17:27:55,2.47,99
V,30/01/24,17:27:56,2.465,32
C,30/01/24,17:28:16,2.475,634
SF,30/01/24,17:35:10,2.485,5078
SI,31/01/24,09:24:06,2.4646,5066
C,31/01/24,09:24:21,2.48,1343
C,31/01/24,09:46:47,2.485,37
V,31/01/24,10:20:01,2.47,2000
V,31/01/24,10:20:02,2.465,406
C,31/01/24,10:26:28,2.47,35
C,31/01/24,10:28:40,2.48,37
C,31/01/24,10:33:16,2.48,200
C,31/01/24,10:33:17,2.48,41
V,31/01/24,10:38:09,2.4672,2289
V,31/01/24,10:38:10,2.46,438
C,31/01/24,10:49:07,2.475,37
V,31/01/24,11:14:20,2.465,638
C,31/01/24,11:55:30,2.48,10
C,31/01/24,12:23:44,2.48,37
V,31/01/24,13:06:04,2.465,545
C,31/01/24,13:09:15,2.47,545
V,31/01/24,13:19:46,2.465,2
C,31/01/24,14:59:54,2.47,37
C,31/01/24,15:18:28,2.47,74
V,31/01/24,15:38:20,2.465,3459
V,31/01/24,16:15:07,2.4604,834
C,31/01/24,16:17:40,2.47,87
V,31/01/24,16:19:51,2.465,151
C,31/01/24,16:42:30,2.4721,997
V,31/01/24,16:44:15,2.47,1080
V,31/01/24,17:04:40,2.47,1319
C,31/01/24,17:06:07,2.4775,5435
V,31/01/24,17:15:51,2.47,400
C,31/01/24,17:25:04,2.475,1000
SF,31/01/24,17:35:29,2.475,1707
SI,01/02/24,10:01:41,2.5077,402
V,01/02/24,10:03:50,2.49,150
V,01/02/24,10:54:34,2.47,10
C,01/02/24,11:36:51,2.485,2213
V,01/02/24,13:50:06,2.47,5
C,01/02/24,13:52:58,2.4882,2353
C,01/02/24,14:06:35,2.49,603
C,01/02/24,14:06:36,2.49,37
V,01/02/24,14:29:22,2.4733,2348
C,01/02/24,14:29:23,2.48,296
V,01/02/24,15:03:23,2.475,123
V,01/02/24,15:25:52,2.475,119
V,01/02/24,15:30:59,2.4748,2988
V,01/02/24,15:45:25,2.47,300
C,01/02/24,15:46:09,2.485,72
V,01/02/24,17:09:59,2.4702,848
C,01/02/24,17:10:24,2.4755,151
V,01/02/24,17:26:45,2.465,2658
V,01/02/24,17:26:46,2.46,17
C,01/02/24,17:27:08,2.4608,659
V,01/02/24,17:27:42,2.46,17
C,01/02/24,17:29:06,2.4691,3436
C,01/02/24,17:29:43,2.4748,853
V,01/02/24,17:29:55,2.4742,333
SF,01/02/24,17:35:03,2.46,2593
SI,02/02/24,09:04:37,2.4733,1015
C,02/02/24,09:15:48,2.49,79
V,02/02/24,09:16:56,2.465,119
C,02/02/24,09:55:17,2.47,1000
V,02/02/24,10:02:12,2.465,254
V,02/02/24,10:15:44,2.465,192
C,02/02/24,10:23:42,2.475,37
C,02/02/24,10:28:52,2.475,36
C,02/02/24,11:27:15,2.48,100
V,02/02/24,11:28:16,2.475,37
V,02/02/24,11:52:35,2.475,37
V,02/02/24,11:52:38,2.465,81
C,02/02/24,12:05:57,2.475,354
V,02/02/24,12:06:01,2.465,518
C,02/02/24,12:07:16,2.4751,1818
C,02/02/24,12:21:52,2.4836,4032
V,02/02/24,12:58:22,2.47,136
V,02/02/24,13:01:10,2.47,88
V,02/02/24,13:20:21,2.47,102
V,02/02/24,13:29:40,2.47,135
C,02/02/24,13:40:05,2.475,135
V,02/02/24,13:58:29,2.47,139
C,02/02/24,13:59:04,2.48,484
C,02/02/24,14:11:29,2.48,37
C,02/02/24,14:31:46,2.485,836
C,02/02/24,14:32:59,2.495,1000
V,02/02/24,14:38:37,2.47,1113
C,02/02/24,14:39:23,2.48,164
V,02/02/24,14:39:28,2.4707,1308
V,02/02/24,14:42:10,2.465,103
C,02/02/24,14:44:56,2.4793,859
V,02/02/24,14:47:28,2.47,500
V,02/02/24,14:58:38,2.4653,1419
C,02/02/24,14:58:58,2.475,181
C,02/02/24,15:14:05,2.48,488
C,02/02/24,15:16:53,2.485,64
C,02/02/24,15:21:36,2.485,1682
V,02/02/24,15:21:51,2.48,234
V,02/02/24,15:22:11,2.48,217
C,02/02/24,15:23:06,2.485,1113
V,02/02/24,15:36:18,2.4713,1502
V,02/02/24,15:38:04,2.4687,3337
V,02/02/24,15:45:45,2.465,139
C,02/02/24,16:08:21,2.475,22
C,02/02/24,16:28:20,2.475,37
V,02/02/24,16:41:29,2.465,900
C,02/02/24,16:41:30,2.475,137
C,02/02/24,16:50:21,2.475,203
V,02/02/24,17:15:04,2.47,506
V,02/02/24,17:29:54,2.465,218
C,02/02/24,17:29:55,2.475,61
V,02/02/24,17:29:57,2.47,44
SF,02/02/24,17:35:22,2.47,4444
SI,05/02/24,09:00:34,2.475,800
C,05/02/24,09:20:53,2.48,700
C,05/02/24,09:52:59,2.48,5071
C,05/02/24,10:15:49,2.485,1000
C,05/02/24,11:00:43,2.485,38
V,05/02/24,11:04:20,2.475,253
V,05/02/24,11:06:10,2.475,1700
C,05/02/24,11:12:37,2.485,126
C,05/02/24,11:44:37,2.485,1539
V,05/02/24,11:46:21,2.48,555
V,05/02/24,12:21:09,2.475,100
V,05/02/24,12:24:12,2.475,1
V,05/02/24,13:17:35,2.475,232
V,05/02/24,13:39:51,2.4628,10000
V,05/02/24,14:29:26,2.4541,11918
V,05/02/24,15:17:02,2.44,14
C,05/02/24,15:20:08,2.4545,788
C,05/02/24,15:20:09,2.455,38
V,05/02/24,15:40:05,2.45,1610
V,05/02/24,15:46:34,2.44,1
C,05/02/24,15:50:00,2.4501,1574
V,05/02/24,16:14:08,2.4435,2292
C,05/02/24,16:23:27,2.45,1000
C,05/02/24,16:31:19,2.45,73
V,05/02/24,16:37:35,2.445,400
V,05/02/24,16:40:25,2.445,288
V,05/02/24,16:44:37,2.435,737
C,05/02/24,16:44:36,2.44,4878
V,05/02/24,16:44:37,2.4357,2091
V,05/02/24,17:15:40,2.435,8971
C,05/02/24,17:15:41,2.44,65
C,05/02/24,17:22:39,2.44,38
V,05/02/24,17:24:53,2.4358,6121
SF,05/02/24,17:35:17,2.435,3119
SI,06/02/24,09:00:12,2.43,80
C,06/02/24,09:02:33,2.4424,2124
C,06/02/24,09:02:46,2.445,1329
V,06/02/24,09:26:15,2.43,311
V,06/02/24,09:30:48,2.425,225
C,06/02/24,09:46:53,2.435,30
V,06/02/24,10:01:12,2.425,140
C,06/02/24,10:02:16,2.435,38
C,06/02/24,10:17:23,2.44,250
C,06/02/24,10:19:04,2.44,38
C,06/02/24,10:19:19,2.44,58
C,06/02/24,10:32:54,2.45,80
V,06/02/24,11:18:30,2.445,224
V,06/02/24,11:39:25,2.435,2
V,06/02/24,11:43:30,2.435,250
C,06/02/24,11:44:42,2.445,38
V,06/02/24,11:49:35,2.435,750
V,06/02/24,12:10:32,2.435,75
V,06/02/24,12:42:04,2.4308,1528
V,06/02/24,12:48:55,2.425,7500
C,06/02/24,12:50:30,2.435,132
C,06/02/24,13:19:42,2.44,1234
C,06/02/24,13:35:07,2.44,2209
V,06/02/24,13:40:50,2.435,247
C,06/02/24,14:29:30,2.45,323
C,06/02/24,14:31:24,2.455,131
C,06/02/24,15:41:29,2.4636,2985
C,06/02/24,16:05:10,2.48,463
C,06/02/24,16:13:44,2.48,2
V,06/02/24,16:23:52,2.47,252
V,06/02/24,16:24:12,2.47,252
V,06/02/24,16:24:18,2.47,252
C,06/02/24,17:01:56,2.471,1540
SF,06/02/24,17:35:05,2.47,4175
SI,07/02/24,09:00:00,2.475,1
V,07/02/24,09:22:20,2.4696,1059
V,07/02/24,09:25:40,2.465,140
C,07/02/24,09:37:45,2.475,350
V,07/02/24,10:45:55,2.46,59
V,07/02/24,10:55:58,2.46,300
V,07/02/24,11:04:50,2.457,4680
V,07/02/24,11:10:26,2.45,1339
V,07/02/24,11:10:33,2.4433,2968
V,07/02/24,11:34:43,2.43,4893
V,07/02/24,11:37:17,2.43,122
V,07/02/24,11:56:59,2.43,1157
V,07/02/24,12:06:57,2.425,228
V,07/02/24,12:06:58,2.42,144
V,07/02/24,12:06:59,2.42,465
V,07/02/24,12:07:00,2.4195,1694
V,07/02/24,12:07:55,2.41,100
V,07/02/24,12:16:39,2.41,1190
C,07/02/24,12:21:57,2.4196,2580
C,07/02/24,12:27:57,2.42,1263
C,07/02/24,12:29:20,2.42,1485
V,07/02/24,13:33:17,2.41,361
C,07/02/24,13:35:04,2.42,103
C,07/02/24,14:19:12,2.42,413
C,07/02/24,14:32:57,2.42,455
V,07/02/24,14:32:58,2.415,2495
V,07/02/24,14:34:50,2.415,827
V,07/02/24,14:44:06,2.415,1957
C,07/02/24,15:11:28,2.42,250
C,07/02/24,15:11:29,2.421,1800
V,07/02/24,15:49:36,2.4147,3927
V,07/02/24,15:54:28,2.41,14
C,07/02/24,15:58:01,2.415,827
C,07/02/24,16:15:03,2.415,169
C,07/02/24,16:30:22,2.4249,6270
C,07/02/24,16:36:32,2.425,368
V,07/02/24,16:38:46,2.4213,1528
V,07/02/24,17:17:40,2.4051,40752
V,07/02/24,17:17:51,2.399,4719
C,07/02/24,17:17:52,2.405,181
V,07/02/24,17:28:14,2.395,20
C,07/02/24,17:29:00,2.4,182
C,07/02/24,17:29:41,2.4,181
SF,07/02/24,17:35:25,2.405,1574
SI,08/02/24,09:32:30,2.435,82
V,08/02/24,09:47:30,2.415,6
V,08/02/24,09:51:57,2.41,1140
C,08/02/24,10:06:26,2.415,2980
C,08/02/24,11:00:18,2.42,2000
V,08/02/24,12:15:58,2.41,207
C,08/02/24,13:23:20,2.415,1290
C,08/02/24,13:25:54,2.4191,610
V,08/02/24,13:38:29,2.415,1293
V,08/02/24,13:46:29,2.41,1600
C,08/02/24,15:18:45,2.4212,2087
V,08/02/24,15:31:24,2.41,3352
V,08/02/24,15:43:59,2.405,700
C,08/02/24,16:31:28,2.41,39
V,08/02/24,17:05:47,2.405,385
C,08/02/24,17:12:55,2.4066,8565
C,08/02/24,17:13:04,2.41,243
C,08/02/24,17:17:18,2.415,700
V,08/02/24,17:17:19,2.41,176
SF,08/02/24,17:35:13,2.41,2405
SI,09/02/24,09:00:07,2.41,1473
SI,09/02/24,09:15:00,2.41,1965
V,09/02/24,09:15:10,2.3965,4316
V,09/02/24,09:19:42,2.38,1300
C,09/02/24,09:23:24,2.385,1757
C,09/02/24,09:28:26,2.39,1000
V,09/02/24,09:54:20,2.3884,1463
V,09/02/24,10:02:40,2.38,1892
V,09/02/24,10:02:41,2.38,464
V,09/02/24,10:03:08,2.38,344
C,09/02/24,10:03:53,2.39,100
C,09/02/24,10:21:07,2.3911,4193
V,09/02/24,10:24:21,2.38,1348
V,09/02/24,10:24:22,2.38,138
V,09/02/24,10:48:19,2.38,5206
V,09/02/24,11:32:43,2.367,2920
C,09/02/24,11:32:44,2.38,75
C,09/02/24,11:34:12,2.385,172
V,09/02/24,11:37:13,2.38,3032
V,09/02/24,11:43:33,2.38,281
C,09/02/24,11:50:01,2.385,350
V,09/02/24,11:51:50,2.38,9
V,09/02/24,11:55:14,2.3706,500
C,09/02/24,11:59:13,2.385,82
V,09/02/24,12:33:58,2.38,2441
V,09/02/24,12:40:25,2.3716,1454
C,09/02/24,12:54:45,2.375,124
C,09/02/24,13:05:07,2.375,1418
V,09/02/24,13:32:15,2.3702,2029
V,09/02/24,13:43:39,2.37,12
C,09/02/24,13:46:42,2.375,1325
C,09/02/24,13:55:57,2.375,110
V,09/02/24,14:05:56,2.37,2159
V,09/02/24,14:11:56,2.37,9
V,09/02/24,14:13:01,2.3605,4163
V,09/02/24,14:13:03,2.36,2883
V,09/02/24,14:18:58,2.35,210
V,09/02/24,14:18:59,2.35,1700
V,09/02/24,14:19:07,2.35,1289
C,09/02/24,14:33:15,2.36,245
V,09/02/24,14:46:31,2.3585,1873
C,09/02/24,14:56:25,2.365,759
V,09/02/24,15:20:40,2.36,500
C,09/02/24,15:22:33,2.37,1650
C,09/02/24,15:33:35,2.37,425
V,09/02/24,15:53:33,2.3595,4860
C,09/02/24,15:54:08,2.365,100
V,09/02/24,16:27:47,2.36,5
V,09/02/24,16:38:48,2.3554,2995
C,09/02/24,17:08:55,2.3618,3657
C,09/02/24,17:20:07,2.371,5374
V,09/02/24,17:21:38,2.37,145
SF,09/02/24,17:35:00,2.37,709
SI,12/02/24,09:00:03,2.35,5911
C,12/02/24,09:32:52,2.3665,6723
C,12/02/24,09:34:01,2.375,100
C,12/02/24,09:43:50,2.375,654
V,12/02/24,09:51:07,2.365,700
C,12/02/24,09:54:10,2.375,2726
V,12/02/24,09:56:44,2.36,1507
V,12/02/24,10:00:31,2.35,338
C,12/02/24,10:33:48,2.355,1276
C,12/02/24,10:34:03,2.355,1111
V,12/02/24,10:45:00,2.35,39
V,12/02/24,10:51:34,2.35,4801
C,12/02/24,10:55:24,2.36,2000
V,12/02/24,10:57:23,2.35,760
C,12/02/24,11:07:09,2.36,2757
C,12/02/24,11:11:49,2.365,2087
V,12/02/24,11:14:00,2.36,71
C,12/02/24,11:17:24,2.3684,4333
V,12/02/24,11:19:32,2.365,1000
V,12/02/24,11:19:33,2.36,473
V,12/02/24,11:46:04,2.36,55
C,12/02/24,11:46:49,2.365,661
V,12/02/24,11:56:17,2.36,5
C,12/02/24,12:11:35,2.365,2194
C,12/02/24,12:13:09,2.3693,500
V,12/02/24,12:28:11,2.36,1282
V,12/02/24,12:29:03,2.355,383
C,12/02/24,12:37:21,2.36,2826
C,12/02/24,13:02:49,2.36,39
C,12/02/24,13:11:54,2.3711,2828
V,12/02/24,13:22:32,2.36,822
V,12/02/24,13:43:52,2.355,2
V,12/02/24,15:16:02,2.355,500
V,12/02/24,15:17:55,2.355,8356
C,12/02/24,15:21:55,2.36,10
C,12/02/24,15:30:00,2.365,906
C,12/02/24,15:42:37,2.365,36
C,12/02/24,16:47:26,2.375,1396
V,12/02/24,16:47:27,2.37,383
C,12/02/24,16:48:52,2.375,200
V,12/02/24,16:51:02,2.37,1215
V,12/02/24,17:16:55,2.3491,50155
C,12/02/24,17:21:03,2.355,1555
C,12/02/24,17:21:18,2.355,189
SF,12/02/24,17:35:27,2.365,4141
SI,13/02/24,09:00:21,2.34,335
C,13/02/24,09:00:51,2.3421,6000
V,13/02/24,09:10:25,2.34,1500
C,13/02/24,09:19:39,2.345,140
C,13/02/24,09:22:48,2.345,563
V,13/02/24,09:33:16,2.33,1361
C,13/02/24,09:34:24,2.335,428
V,13/02/24,09:35:16,2.32,1385
V,13/02/24,09:37:23,2.32,3229
V,13/02/24,09:37:49,2.315,548
C,13/02/24,09:37:50,2.3224,410
C,13/02/24,09:46:42,2.33,255
C,13/02/24,09:52:51,2.33,1916
V,13/02/24,09:57:28,2.32,7577
V,13/02/24,10:21:01,2.32,262
C,13/02/24,10:22:00,2.325,400
V,13/02/24,10:49:38,2.32,53
V,13/02/24,10:53:40,2.32,497
V,13/02/24,10:55:37,2.315,280
C,13/02/24,11:02:16,2.325,9346
C,13/02/24,11:10:17,2.325,351
C,13/02/24,11:17:52,2.33,400
V,13/02/24,11:17:55,2.325,49
V,13/02/24,11:26:24,2.32,4344
V,13/02/24,11:29:47,2.3144,3587
V,13/02/24,11:36:39,2.31,4000
C,13/02/24,11:43:19,2.3225,2370
V,13/02/24,12:04:01,2.32,200
V,13/02/24,12:11:38,2.31,18
C,13/02/24,12:31:33,2.315,3274
V,13/02/24,12:59:39,2.31,1786
V,13/02/24,13:00:19,2.31,228
V,13/02/24,13:03:47,2.31,53
V,13/02/24,13:07:48,2.31,116
V,13/02/24,13:19:52,2.31,39
V,13/02/24,13:23:13,2.31,52
V,13/02/24,13:30:06,2.31,53
V,13/02/24,13:39:53,2.31,52
C,13/02/24,13:42:35,2.315,500
V,13/02/24,13:43:10,2.31,1000
V,13/02/24,13:44:38,2.31,495
V,13/02/24,13:58:24,2.305,1309
V,13/02/24,14:14:45,2.3,12475
V,13/02/24,14:20:21,2.3,6000
V,13/02/24,14:35:23,2.2838,3655
V,13/02/24,14:36:00,2.28,1249
V,13/02/24,14:40:02,2.27,5
V,13/02/24,14:40:03,2.27,500
C,13/02/24,14:40:17,2.275,82
C,13/02/24,14:42:33,2.2898,9624
C,13/02/24,14:45:06,2.295,1172
C,13/02/24,14:51:02,2.3,4669
C,13/02/24,15:01:39,2.3,500
V,13/02/24,15:08:46,2.29,540
C,13/02/24,15:10:22,2.3,166
C,13/02/24,15:10:34,2.3,193
V,13/02/24,15:14:51,2.29,1531
C,13/02/24,15:15:39,2.3,1732
V,13/02/24,15:32:43,2.29,600
V,13/02/24,15:40:25,2.29,2589
V,13/02/24,15:52:31,2.29,1500
V,13/02/24,16:00:37,2.275,1292
V,13/02/24,16:01:33,2.275,470
C,13/02/24,16:01:44,2.2788,1497
V,13/02/24,16:22:34,2.275,3500
C,13/02/24,16:22:40,2.28,107
C,13/02/24,16:22:41,2.28,53
C,13/02/24,16:27:13,2.2913,4898
V,13/02/24,16:43:17,2.29,1172
C,13/02/24,16:46:50,2.2944,3892
C,13/02/24,16:56:08,2.295,600
V,13/02/24,17:11:07,2.285,1000
C,13/02/24,17:17:04,2.295,1500
V,13/02/24,17:20:24,2.29,214
C,13/02/24,17:26:37,2.3,453
SF,13/02/24,17:35:15,2.29,2886
SI,14/02/24,09:00:09,2.275,1600
C,14/02/24,09:07:13,2.2786,2950
C,14/02/24,09:11:12,2.2889,1901
C,14/02/24,09:12:43,2.3003,5632
V,14/02/24,09:26:09,2.295,946
V,14/02/24,09:58:45,2.2859,7099
V,14/02/24,10:11:37,2.285,289
C,14/02/24,10:23:51,2.29,3000
C,14/02/24,10:28:35,2.2927,2366
V,14/02/24,10:35:35,2.29,198
V,14/02/24,10:36:33,2.2815,6600
C,14/02/24,10:42:48,2.29,41
C,14/02/24,10:48:27,2.3,1990
C,14/02/24,10:49:24,2.31,1400
V,14/02/24,11:16:52,2.3,500
C,14/02/24,11:28:03,2.3133,4148
C,14/02/24,11:31:45,2.315,1252
C,14/02/24,12:21:08,2.315,800
V,14/02/24,12:32:39,2.3,4809
C,14/02/24,12:52:39,2.305,120
V,14/02/24,13:05:20,2.3,41
V,14/02/24,13:12:00,2.3,1199
V,14/02/24,13:14:06,2.295,162
V,14/02/24,13:28:37,2.295,65
C,14/02/24,13:51:47,2.3,58
V,14/02/24,13:57:13,2.2953,1151
V,14/02/24,15:19:10,2.295,1927
V,14/02/24,15:36:15,2.29,400
V,14/02/24,15:36:16,2.2885,2070
C,14/02/24,15:38:22,2.305,100
V,14/02/24,15:45:27,2.2967,1605
V,14/02/24,15:47:59,2.295,1000
C,14/02/24,16:05:27,2.3,1031
V,14/02/24,16:13:44,2.2937,2000
C,14/02/24,16:27:17,2.315,99
V,14/02/24,16:35:49,2.3047,4607
C,14/02/24,16:51:19,2.31,100
C,14/02/24,16:56:24,2.31,214
V,14/02/24,17:04:44,2.3027,2546
C,14/02/24,17:16:24,2.3188,11176
V,14/02/24,17:16:55,2.3168,855
C,14/02/24,17:16:56,2.32,1506
C,14/02/24,17:28:30,2.325,1000
C,14/02/24,17:28:47,2.325,49
SF,14/02/24,17:35:03,2.325,4864
SI,15/02/24,09:09:05,2.33,900
C,15/02/24,09:11:36,2.34,254
V,15/02/24,09:15:14,2.325,1000
V,15/02/24,09:24:32,2.3245,2954
C,15/02/24,09:28:36,2.3265,10065
C,15/02/24,09:28:37,2.33,90
V,15/02/24,09:28:42,2.3261,873
V,15/02/24,10:39:39,2.315,438
V,15/02/24,10:41:49,2.31,2101
V,15/02/24,10:47:04,2.31,400
V,15/02/24,11:06:48,2.31,130
V,15/02/24,12:13:38,2.31,100
V,15/02/24,13:00:56,2.3039,11821
C,15/02/24,13:52:25,2.305,1000
V,15/02/24,13:54:19,2.295,48
C,15/02/24,14:13:30,2.3,447
C,15/02/24,14:33:03,2.3032,777
V,15/02/24,15:29:05,2.2982,8491
C,15/02/24,16:26:50,2.31,3714
C,15/02/24,16:31:51,2.32,100
V,15/02/24,16:33:58,2.31,1161
V,15/02/24,16:53:50,2.305,3944
V,15/02/24,17:14:42,2.3,40
C,15/02/24,17:28:44,2.3006,45
SF,15/02/24,17:35:22,2.33,1900
SI,16/02/24,09:18:59,2.33,2000
V,16/02/24,10:28:51,2.32,458
C,16/02/24,10:29:52,2.325,1097
V,16/02/24,11:00:54,2.3158,2057
C,16/02/24,12:26:36,2.325,40
V,16/02/24,12:30:28,2.32,40
V,16/02/24,13:05:33,2.32,146
V,16/02/24,13:05:34,2.32,40
C,16/02/24,13:26:05,2.3236,414
